,Unnamed: 0,drug_name,drug_link,drug_id
10090,10090,In-111 DTPA,/pro/in-111-dtpa.html,86-0
10091,10091,Inamrinone,/pro/inamrinone.html,152-0
10092,10092,Inapsine,/mtm/inapsine.html,273-0
10093,10093,Inatal Advance,/pro/inatal-advance.html,10-0
10094,10094,Inatal Ultra,/pro/inatal-ultra.html,10-0
10095,10095,In A Wink Daily Cleaner,/cons/in-a-wink-daily-cleaner.html,0-0
10096,10096,In A Wink Neutralizing Rinse,/cons/in-a-wink-neutralizing-rinse.html,0-0
10097,10097,Inbrija,/mtm/inbrija.html,1995-2457
10098,10098,Incassia,/pro/incassia.html,9-0
10099,10099,Incivek,/incivek.html,133-0
10100,10100,IncobotulinumtoxinA,/mtm/incobotulinumtoxina.html,1690-2475
10101,10101,Incobotulinumtoxina Intramuscular,/cons/incobotulinumtoxina-intramuscular.html,0-0
10102,10102,In Control Nicotine Lozenge,/pro/in-control-nicotine-lozenge.html,233-109
10103,10103,Increlex,/increlex.html,93-0
10104,10104,Incruse Ellipta,/incruse-ellipta.html,1126-657
10105,10105,Indacaterol,/cdi/indacaterol.html,3010-13448
10106,10106,Indacaterol and Glycopyrrolate,/cdi/indacaterol-and-glycopyrrolate.html,243-3224
10107,10107,Indacaterol and glycopyrrolate Inhalation,/cons/indacaterol-and-glycopyrrolate-inhalation.html,243-3224
10108,10108,Indacaterol inhalation,/mtm/indacaterol-inhalation.html,3010-13448
10109,10109,Indacaterol Maleate,/monograph/indacaterol-maleate.html,3010-13448
10110,10110,Indapamide,/mtm/indapamide.html,243-3224
10111,10111,Inderal,/inderal.html,190-1645
10112,10112,Inderal Intravenous,/cons/inderal-intravenous.html,190-1645
10113,10113,Inderal LA,/mtm/inderal-la.html,949-2273
10114,10114,Inderal XL,/mtm/inderal-xl.html,11-0
10115,10115,Inderide,/mtm/inderide.html,21-0
10116,10116,Indiclor,/pro/indiclor.html,398-0
10117,10117,Indigo,/npp/indigo.html,0-0
10118,10118,Indigo Carmine,/pro/indigo-carmine.html,0-0
10119,10119,Indinavir,/mtm/indinavir.html,243-3224
10120,10120,Indinavir Sulfate,/monograph/indinavir-sulfate.html,243-3224
10121,10121,Indiomin MB,/cdi/indiomin-mb.html,1310-782
10122,10122,Indium 111 Oxyquinoline,/cdi/indium-111-oxyquinoline.html,112-0
10123,10123,Indium DTPA,/pro/indium-dtpa.html,86-0
10124,10124,Indium In 111,/pro/indium-in-111.html,0-0
10125,10125,Indium In-111 Pentetreotide,/cdi/indium-in-111-pentetreotide.html,398-0
10126,10126,Indium Oxyquinoline,/pro/indium-oxyquinoline.html,112-0
10127,10127,Indocid,/cons/indocid.html,1310-782
10128,10128,Indocin,/mtm/indocin.html,1690-2475
10129,10129,Indocin (Indomethacin Suppositories),/cdi/indocin-indomethacin-suppositories.html,1690-2475
10130,10130,Indocin (Indomethacin Suspension),/cdi/indocin-indomethacin-suspension.html,1690-2475
10131,10131,Indocin Injection,/pro/indocin-injection.html,1310-782
10132,10132,Indocin Intravenous,/cons/indocin-intravenous.html,1690-2475
10133,10133,Indocin Rectal,/cons/indocin-rectal.html,1690-2475
10134,10134,Indocin SR,/mtm/indocin-sr.html,127-0
10135,10135,Indocin Suppository,/pro/indocin-suppository.html,1690-2475
10136,10136,Indocin Suspension,/pro/indocin-suspension.html,1690-2475
10137,10137,Indocyanine Green,/pro/indocyanine-green.html,1235-0
10138,10138,Indocyanine green Intravenous,/cons/indocyanine-green-intravenous.html,0-0
10139,10139,Indomethacin,/mtm/indomethacin.html,1310-782
10140,10140,Indomethacin Capsules,/cdi/indomethacin-capsules.html,1310-782
10141,10141,Indomethacin ER,/pro/indomethacin-er.html,1310-782
10142,10142,Indomethacin Extended-Release Capsules,/cdi/indomethacin-extended-release-capsules.html,1310-782
10143,10143,Indomethacin Injection,/pro/indomethacin-injection.html,1310-782
10144,10144,Indomethacin Intravenous,/cons/indomethacin-intravenous.html,1310-782
10145,10145,Indomethacin Rectal,/cons/indomethacin-rectal.html,1310-782
10146,10146,Indomethacin Suppositories,/cdi/indomethacin-suppositories.html,1310-782
10147,10147,Indomethacin Suppository,/pro/indomethacin-suppository.html,1310-782
10148,10148,Indomethacin Suspension,/cdi/indomethacin-suspension.html,1310-782
10149,10149,Indoor/Outdoor Allergy Relief,/mtm/indoor-outdoor-allergy-relief.html,190-1645
10150,10150,Infanate Balance,/cdi/infanate-balance.html,2333-1544
10151,10151,Infanrix,/cdi/infanrix.html,1126-10720
10152,10152,Infanrix (DTaP),/mtm/infanrix-dtap.html,0-0
10153,10153,Infanrix (DTaP) Preservative Free,/mtm/infanrix-dtap-preservative-free.html,0-0
10154,10154,Infantaire,/cons/infantaire.html,11-0
10155,10155,Infantaire Gas Relief,/mtm/infantaire-gas-relief.html,2065-4968
10156,10156,Infants' Motrin,/cons/infants-motrin.html,109-0
10157,10157,Infasurf,/mtm/infasurf.html,0-0
10158,10158,Infed,/mtm/infed.html,172-0
10159,10159,Infergen,/pro/infergen.html,1126-657
10160,10160,Infla-eze,/pro/infla-eze.html,243-3197
10161,10161,Inflamase,/cons/inflamase.html,243-3197
10162,10162,Inflamase Forte,/cdi/inflamase-forte.html,72-0
10163,10163,Inflammacin﻿,/pro/inflammacin.html,0-0
10164,10164,Inflectra,/mtm/inflectra.html,276-0
10165,10165,Inflectra Intravenous,/cons/inflectra-intravenous.html,276-0
10166,10166,Infliximab,/mtm/infliximab.html,6-0
10167,10167,InFLIXimab-abda,/cdi/infliximab-abda.html,6-0
10168,10168,Infliximab-abda Intravenous,/cons/infliximab-abda-intravenous.html,6-0
10169,10169,Infliximab-dyyb,/cdi/infliximab-dyyb.html,6-0
10170,10170,Infliximab-dyyb Intravenous,/cons/infliximab-dyyb-intravenous.html,6-0
10171,10171,"Infliximab, Infliximab-dyyb",/monograph/infliximab-infliximab-dyyb.html,6-0
10172,10172,Infliximab Injection,/cdi/infliximab-injection.html,6-0
10173,10173,Infliximab Intravenous,/cons/infliximab-intravenous.html,6-0
10174,10174,Infliximab-qbtx Intravenous,/cons/infliximab-qbtx-intravenous.html,6-0
10175,10175,Influenza A (H1N1) 2009 Monovalent Vaccine,/influenza-a-h1n1-2009-monovalent-vaccine.html,190-1645
10176,10176,Influenza A H1N1 Intranasal,/pro/influenza-a-h1n1-intranasal.html,11-2690
10177,10177,Influenza A Vaccine,/pro/influenza-a-vaccine.html,190-1645
10178,10178,"Influenza a virus vaccine, h1n1, inactivated Intramuscular",/cons/influenza-a-virus-vaccine-h1n1-inactivated-intramuscular.html,0-0
10179,10179,Influenza A Virus Vaccine (H5N1),/ppa/influenza-a-virus-vaccine-h5n1.html,1308-1915
10180,10180,Influenza H1N1 Vaccine,/pro/influenza-h1n1-vaccine.html,190-1645
10181,10181,Influenza Vaccine Live Intranasal,/monograph/influenza-vaccine-live-intranasal.html,1310-782
10182,10182,Influenza Vaccine Recombinant,/monograph/influenza-vaccine-recombinant.html,1126-657
10183,10183,"Influenza Virus Vaccine, H5N1",/influenza_virus_vaccine_h5n1.html,1308-1915
10184,10184,Influenza Virus Vaccine (Inactivated),/cdi/influenza-virus-vaccine-inactivated.html,1126-657
10185,10185,Influenza virus vaccine injection,/mtm/influenza-virus-vaccine-injection.html,1126-657
10186,10186,Influenza virus vaccine Intramuscular,/cons/influenza-virus-vaccine-intramuscular.html,1126-657
10187,10187,Influenza Virus Vaccine (Live/Attenuated),/cdi/influenza-virus-vaccine-live-attenuated.html,1310-782
10188,10188,"Influenza virus vaccine, live Nasal",/cons/influenza-virus-vaccine-live-nasal.html,1310-782
10189,10189,Influenza virus vaccine nasal,/mtm/influenza-virus-vaccine-nasal.html,1310-782
10190,10190,Influenza Virus Vaccine (Recombinant),/cdi/influenza-virus-vaccine-recombinant.html,1126-657
10191,10191,Influenza virus vaccine recombinant Intramuscular,/cons/influenza-virus-vaccine-recombinant-intramuscular.html,1126-657
10192,10192,Infugem,/mtm/infugem.html,102-0
10193,10193,Infumorph,/cons/infumorph.html,127-0
10194,10194,Infuvite Adult,/cdi/infuvite-adult.html,210-0
10195,10195,Infuvite Pediatric,/cdi/infuvite-pediatric.html,210-0
10196,10196,Ingenol Mebutate,/cdi/ingenol-mebutate.html,0-0
10197,10197,Ingenol topical,/mtm/ingenol-topical.html,0-0
10198,10198,Ingenol Topical application,/cons/ingenol-topical-application.html,0-0
10199,10199,Ingrezza,/ingrezza.html,233-109
10200,10200,Injectafer,/injectafer.html,133-0
10201,10201,Inlyta,/inlyta.html,127-0
10202,10202,Innerclean,/mtm/innerclean.html,5-0
10203,10203,Innofem,/pro/innofem.html,2333-1544
10204,10204,Innohep,/cons/innohep.html,1310-782
10205,10205,InnoPran XL,/mtm/innopran-xl.html,1086-622
10206,10206,Innoprax-5,/pro/innoprax-5.html,0-0
10207,10207,Inomax,/cons/inomax.html,1723-10691
10208,10208,INOmax inhalation gas,/mtm/inomax-inhalation-gas.html,1723-10691
10209,10209,Inositol Hexaphosphate,/npc/inositol-hexaphosphate.html,0-0
10210,10210,Inositol Niacinate,/cdi/inositol-niacinate.html,0-0
10211,10211,Inotersen,/mtm/inotersen.html,7-0
10212,10212,Inotersen Sodium,/monograph/inotersen-sodium.html,7-0
10213,10213,Inotersen Subcutaneous,/cons/inotersen-subcutaneous.html,7-0
10214,10214,Inotuzumab ozogamicin,/mtm/inotuzumab-ozogamicin.html,5-0
10215,10215,Inotuzumab ozogamicin Intravenous,/cons/inotuzumab-ozogamicin-intravenous.html,5-0
10216,10216,Inova,/cdi/inova.html,782-0
10217,10217,Inova 4/1 topical,/mtm/inova-4-1-topical.html,103-0
10218,10218,Inova 8/2 topical,/mtm/inova-8-2-topical.html,103-0
10219,10219,Inova ACT,/cdi/inova-act.html,103-0
10220,10220,Inrebic,/inrebic.html,3321-0
10221,10221,Inspra,/mtm/inspra.html,127-0
10222,10222,Insta-Char,/mtm/insta-char.html,276-0
10223,10223,Instacort,/mtm/instacort.html,9-0
10224,10224,Instacort-10,/cons/instacort-10.html,243-3197
10225,10225,Insta-Glucose,/mtm/insta-glucose.html,1099-0
10226,10226,Insulin,/insulin.html,243-3224
10227,10227,Insulin aspart,/mtm/insulin-aspart.html,243-13622
10228,10228,Insulin Aspart (Cartridges & Prefilled Pens),/cdi/insulin-aspart-cartridges-prefilled-pens.html,243-13622
10229,10229,Insulin Aspart (Cartridges & Prefilled Pens) (Fiasp),/cdi/insulin-aspart-cartridges-prefilled-pens-fiasp.html,243-13622
10230,10230,Insulin Aspart Injection,/pro/insulin-aspart-injection.html,243-13622
10231,10231,Insulin aspart and insulin aspart protamine,/mtm/insulin-aspart-and-insulin-aspart-protamine.html,243-3224
10232,10232,Insulin aspart and insulin degludec Subcutaneous,/cons/insulin-aspart-and-insulin-degludec-subcutaneous.html,10-0
10233,10233,Insulin Aspart Protamine Injection,/pro/insulin-aspart-protamine-injection.html,243-13622
10234,10234,Insulin Aspart Protamine and Insulin Aspart,/ppa/insulin-aspart-protamine-and-insulin-aspart.html,243-3224
10235,10235,Insulin Aspart Protamine and Insulin Aspart (Cartridges and Prefilled Pens),/cdi/insulin-aspart-protamine-and-insulin-aspart-cartridges-and-prefilled-pens.html,243-3224
10236,10236,Insulin aspart protamine and insulin aspart  Subcutaneous,/cons/insulin-aspart-protamine-and-insulin-aspart-subcutaneous.html,243-3224
10237,10237,Insulin Aspart Protamine and Insulin Aspart (Vials),/cdi/insulin-aspart-protamine-and-insulin-aspart-vials.html,243-3224
10238,10238,"Insulin aspart, recombinant Subcutaneous",/cons/insulin-aspart-recombinant-subcutaneous.html,243-13622
10239,10239,Insulin Aspart (Vials),/cdi/insulin-aspart-vials.html,243-13622
10240,10240,Insulin Aspart (Vials) (Fiasp),/cdi/insulin-aspart-vials-fiasp.html,243-13622
10241,10241,Insulin degludec,/mtm/insulin-degludec.html,1874-1213
10242,10242,Insulin degludec and liraglutide,/mtm/insulin-degludec-and-liraglutide.html,10-0
10243,10243,Insulin degludec and liraglutide Subcutaneous,/cons/insulin-degludec-and-liraglutide-subcutaneous.html,0-0
10244,10244,Insulin degludec Subcutaneous,/cons/insulin-degludec-subcutaneous.html,1874-1213
10245,10245,Insulin Degludec (U-100) Prefilled Pens,/cdi/insulin-degludec-u-100-prefilled-pens.html,1874-1213
10246,10246,Insulin Degludec (U-100) Vials,/cdi/insulin-degludec-u-100-vials.html,1874-1213
10247,10247,Insulin Degludec (U-200) Prefilled Pens,/cdi/insulin-degludec-u-200-prefilled-pens.html,1874-1213
10248,10248,Insulin detemir,/mtm/insulin-detemir.html,243-13622
10249,10249,Insulin Detemir (Cartridges and Prefilled Syringes),/cdi/insulin-detemir-cartridges-and-prefilled-syringes.html,243-13622
10250,10250,Insulin detemir Subcutaneous,/cons/insulin-detemir-subcutaneous.html,243-13622
10251,10251,Insulin Detemir (Vials),/cdi/insulin-detemir-vials.html,243-13622
10252,10252,Insulin glargine,/mtm/insulin-glargine.html,243-13622
10253,10253,Insulin glargine and lixisenatide,/mtm/insulin-glargine-and-lixisenatide.html,190-1645
10254,10254,Insulin glargine and lixisenatide Subcutaneous,/cons/insulin-glargine-and-lixisenatide-subcutaneous.html,0-0
10255,10255,"Insulin glargine, recombinant Subcutaneous",/cons/insulin-glargine-recombinant-subcutaneous.html,243-13622
10256,10256,Insulin Glargine (U-100) Cartridge Systems and Pens,/cdi/insulin-glargine-u-100-cartridge-systems-and-pens.html,243-13622
10257,10257,Insulin Glargine (U-100) Vials,/cdi/insulin-glargine-u-100-vials.html,243-13622
10258,10258,Insulin Glargine (U-300) Pens,/cdi/insulin-glargine-u-300-pens.html,243-13622
10259,10259,Insulin glulisine,/mtm/insulin-glulisine.html,243-3224
10260,10260,Insulin Glulisine (Cartridges and Pens),/cdi/insulin-glulisine-cartridges-and-pens.html,243-3224
10261,10261,Insulin glulisine Subcutaneous,/cons/insulin-glulisine-subcutaneous.html,243-3224
10262,10262,Insulin Glulisine (Vials),/cdi/insulin-glulisine-vials.html,243-3224
10263,10263,Insulin Human,/monograph/insulin-human.html,0-0
10264,10264,Insulin human inhaled Inhalation,/cons/insulin-human-inhaled-inhalation.html,2130-1388
10265,10265,Insulin human regular Injection,/cons/insulin-human-regular-injection.html,243-3224
10266,10266,Insulin inhalation,/mtm/insulin-inhalation.html,2130-1388
10267,10267,Insulin isophane,/mtm/insulin-isophane.html,243-3224
10268,10268,Insulin isophane and insulin regular,/mtm/insulin-isophane-and-insulin-regular.html,1126-657
10269,10269,Insulin lispro,/mtm/insulin-lispro.html,243-13622
10270,10270,Insulin lispro and insulin lispro protamine,/mtm/insulin-lispro-and-insulin-lispro-protamine.html,1495-2332
10271,10271,Insulin Lispro Protamine and Insulin Lispro,/ppa/insulin-lispro-protamine-and-insulin-lispro.html,1495-2332
10272,10272,Insulin Lispro Protamine and Insulin Lispro (Pens),/cdi/insulin-lispro-protamine-and-insulin-lispro-pens.html,1495-2332
10273,10273,Insulin lispro protamine and insulin lispro Subcutaneous,/cons/insulin-lispro-protamine-and-insulin-lispro-subcutaneous.html,1495-2332
10274,10274,Insulin Lispro Protamine and Insulin Lispro (Vials),/cdi/insulin-lispro-protamine-and-insulin-lispro-vials.html,1495-2332
10275,10275,Insulin lispro Subcutaneous,/cons/insulin-lispro-subcutaneous.html,243-13622
10276,10276,Insulin Lispro (U-100) Cartridges and Pens,/cdi/insulin-lispro-u-100-cartridges-and-pens.html,243-13622
10277,10277,Insulin Lispro (U-100) Vials,/cdi/insulin-lispro-u-100-vials.html,243-13622
10278,10278,Insulin Lispro (U-200) Pens,/cdi/insulin-lispro-u-200-pens.html,243-13622
10279,10279,Insulin NPH,/ppa/insulin-nph.html,243-3224
10280,10280,"Insulin NPH (InnoLets, Pens, and PenFill Cartridges)",/cdi/insulin-nph-innolets-pens-and-penfill-cartridges.html,243-3224
10281,10281,Insulin NPH and Insulin Regular,/ppa/insulin-nph-and-insulin-regular.html,1126-657
10282,10282,"Insulin NPH and Insulin Regular (InnoLets, Pens, and PenFills)",/cdi/insulin-nph-and-insulin-regular-innolets-pens-and-penfills.html,1126-657
10283,10283,Insulin NPH and Insulin Regular (Vials),/cdi/insulin-nph-and-insulin-regular-vials.html,1126-657
10284,10284,Insulin NPH (Vials),/cdi/insulin-nph-vials.html,243-3224
10285,10285,Insulin (Oral Inhalation),/cdi/insulin-oral-inhalation.html,2130-1388
10286,10286,Insulin Parenteral,/cons/insulin-parenteral.html,0-0
10287,10287,Insulin regular,/mtm/insulin-regular.html,243-3224
10288,10288,"Insulin regular, concentrated U-500",/mtm/insulin-regular-concentrated-u-500.html,243-3224
10289,10289,Insulin Regular IV Infusion,/cdi/insulin-regular-iv-infusion.html,0-0
10290,10290,Insulin Regular (U-100) Cartridges & Prefilled Syringes,/cdi/insulin-regular-u-100-cartridges-prefilled-syringes.html,243-3224
10291,10291,Insulin Regular (U-100) Vials,/cdi/insulin-regular-u-100-vials.html,243-3224
10292,10292,Insulin Regular (U-500) Prefilled Pens,/cdi/insulin-regular-u-500-prefilled-pens.html,243-3224
10293,10293,Insulin Regular (U-500) Vials,/cdi/insulin-regular-u-500-vials.html,243-3224
10294,10294,Intal,/cons/intal.html,1346-0
10295,10295,Intal Inhaler,/cons/intal-inhaler.html,1346-0
10296,10296,Intal Nebulizer Solution,/pro/intal-nebulizer-solution.html,1346-0
10297,10297,Integra F,/pro/integra-f.html,168-0
10298,10298,"Integra (Ferrous Fumarate, Polysaccharide Iron Complex, Vitamin C, and Vitamin B3)",/cdi/integra-ferrous-fumarate-polysaccharide-iron-complex-vitamin-c-and-vitamin-b3.html,172-0
10299,10299,"Integra (Iron, Folic Acid, Vitamin C, and Vitamin B3)",/cdi/integra-iron-folic-acid-vitamin-c-and-vitamin-b3.html,172-0
10300,10300,Integra Plus,/cdi/integra-plus.html,109-0
10301,10301,Integrilin,/integrilin.html,109-0
10302,10302,Intelence,/intelence.html,172-0
10303,10303,Interceptor Flavor Tabs,/pro/interceptor-flavor-tabs.html,0-0
10304,10304,Interferon Alfa,/monograph/interferon-alfa.html,0-0
10305,10305,Interferon alfa-2b,/mtm/interferon-alfa-2b.html,1383-817
10306,10306,Interferon alfa-2b Injection,/cons/interferon-alfa-2b-injection.html,1383-817
10307,10307,Interferon Alfa-2b Injection Solution,/cdi/interferon-alfa-2b-injection-solution.html,1383-817
10308,10308,Interferon Alfa-2b Powder for Injection,/cdi/interferon-alfa-2b-powder-for-injection.html,1383-817
10309,10309,Interferon Alfa-2b Prefilled Pens,/cdi/interferon-alfa-2b-prefilled-pens.html,1383-817
10310,10310,Interferon alfa-n3,/mtm/interferon-alfa-n3.html,368-5603
10311,10311,Interferon Beta,/monograph/interferon-beta.html,0-0
10312,10312,Interferon beta-1a,/mtm/interferon-beta-1a.html,243-3197
10313,10313,Interferon Beta-1a Autoinjector and Prefilled Syringes (Avonex),/cdi/interferon-beta-1a-autoinjector-and-prefilled-syringes-avonex.html,243-3197
10314,10314,Interferon Beta-1a Autoinjector and Prefilled Syringes (Rebif),/cdi/interferon-beta-1a-autoinjector-and-prefilled-syringes-rebif.html,243-3197
10315,10315,"Interferon beta-1a Intramuscular, Subcutaneous, Injection",/cons/interferon-beta-1a-intramuscular-subcutaneous-injection.html,243-3197
10316,10316,Interferon Beta-1a Vials (Avonex),/cdi/interferon-beta-1a-vials-avonex.html,243-3197
10317,10317,Interferon beta-1b,/mtm/interferon-beta-1b.html,1361-810
10318,10318,Interferon beta-1b Subcutaneous,/cons/interferon-beta-1b-subcutaneous.html,1361-810
10319,10319,Interferon Gamma,/monograph/interferon-gamma.html,368-5603
10320,10320,Interferon gamma-1b,/mtm/interferon-gamma-1b.html,368-5603
10321,10321,"Interferon gamma Subcutaneous, Injection",/cons/interferon-gamma-subcutaneous-injection.html,368-5603
10322,10322,Intermezzo,/intermezzo.html,109-0
10323,10323,Intersol,/pro/intersol.html,0-0
10324,10324,Intestinex,/cdi/intestinex.html,0-0
10325,10325,Intralipid,/cdi/intralipid.html,1331-0
10326,10326,Intrarosa,/intrarosa.html,172-0
10327,10327,Intravenous (IV) Fluids,/cdi/intravenous-iv-fluids.html,0-0
10328,10328,Intron A,/mtm/intron-a.html,1983-1279
10329,10329,Intron-A (Interferon Alfa-2b Injection Solution),/cdi/intron-a-interferon-alfa-2b-injection-solution.html,1983-1279
10330,10330,Intron-A (Interferon Alfa-2b Powder for Injection),/cdi/intron-a-interferon-alfa-2b-powder-for-injection.html,1983-1279
10331,10331,Intropaste,/pro/intropaste.html,0-0
10332,10332,Introvale,/cdi/introvale.html,896-1617
10333,10333,Introvale extended-cycle,/mtm/introvale-extended-cycle.html,896-1617
10334,10334,Intuniv,/intuniv.html,233-109
10335,10335,INU 600-EZS,/pro/inu-600-ezs.html,11-0
10336,10336,Inulin Intravenous,/cons/inulin-intravenous.html,0-0
10337,10337,Invanz,/mtm/invanz.html,243-0
10338,10338,Invega,/invega.html,233-109
10339,10339,Invega Sustenna,/cdi/invega-sustenna.html,233-109
10340,10340,Invega Sustenna injection,/mtm/invega-sustenna-injection.html,233-109
10341,10341,Invega Trinza,/cdi/invega-trinza.html,233-109
10342,10342,Invega Trinza injection,/mtm/invega-trinza-injection.html,233-109
10343,10343,Inveltys,/cdi/inveltys.html,127-0
10344,10344,Inveltys ophthalmic,/mtm/inveltys-ophthalmic.html,127-0
10345,10345,Inversine,/mtm/inversine.html,109-0
10346,10346,Invirase,/invirase.html,980-1685
10347,10347,Invokamet,/invokamet.html,172-0
10348,10348,Invokamet XR,/mtm/invokamet-xr.html,243-0
10349,10349,Invokana,/invokana.html,172-0
10350,10350,Iobenguane I-123,/mtm/iobenguane-i-123.html,168-0
10351,10351,Iobenguane i 123 Intravenous,/cons/iobenguane-i-123-intravenous.html,168-0
10352,10352,Iobenguane I-131,/mtm/iobenguane-i-131.html,102-0
10353,10353,Iobenguane i 131 Intravenous,/cons/iobenguane-i-131-intravenous.html,0-0
10354,10354,Iobenguane sulfate I 131,/pro/iobenguane-sulfate-i-131.html,0-0
10355,10355,Iodex Topical,/cons/iodex-topical.html,1366-0
10356,10356,Iodinated I 131 Albumin,/cdi/iodinated-i-131-albumin.html,0-0
10357,10357,Iodine,/monograph/iodine.html,1366-0
10358,10358,Iodine and potassium iodide (strong iodine),/cons/iodine-and-potassium-iodide-strong-iodine.html,0-0
10359,10359,Iodine Topical,/cons/iodine-topical.html,1366-0
10360,10360,Iodipamide Meglumine,/cdi/iodipamide-meglumine.html,10-0
10361,10361,Iodixanol,/mtm/iodixanol.html,10-0
10362,10362,Iodixanol Injection,/cons/iodixanol-injection.html,10-0
10363,10363,Iodoflex,/cdi/iodoflex.html,0-0
10364,10364,Iodoflex Topical,/cons/iodoflex-topical.html,1366-0
10365,10365,Iodopen,/cdi/iodopen.html,2086-9295
10366,10366,Iodopen Sodium Iodide Injection,/pro/iodopen-sodium-iodide-injection.html,1477-0
10367,10367,Iodoquinol,/cdi/iodoquinol.html,3193-0
10368,10368,Iodoquinol and Hydrocortisone Cream,/cdi/iodoquinol-and-hydrocortisone-cream.html,11-2735
10369,10369,Iodoquinol and Hydrocortisone Gel,/cdi/iodoquinol-and-hydrocortisone-gel.html,9-0
10370,10370,Iodoquinol topical,/monograph/iodoquinol-topical.html,11-2735
10371,10371,Iodoshield Active,/pro/iodoshield-active.html,0-0
10372,10372,Iodosorb,/cdi/iodosorb.html,0-0
10373,10373,Iodosorb Topical,/cons/iodosorb-topical.html,1366-0
10374,10374,Iodotope,/cons/iodotope.html,2894-12895
10375,10375,Ioflupane I-123,/mtm/ioflupane-i-123.html,148-0
10376,10376,Ioflupane i 123 Intravenous,/cons/ioflupane-i-123-intravenous.html,148-0
10377,10377,Iohexol,/cdi/iohexol.html,243-3224
10378,10378,"Iohexol Injection, Oral, Rectal",/cons/iohexol-injection-oral-rectal.html,0-0
10379,10379,Ionamin,/cons/ionamin.html,2189-1435
10380,10380,Ionil Plus,/cdi/ionil-plus.html,103-0
10381,10381,Ionil Plus Topical,/cons/ionil-plus-topical.html,103-0
10382,10382,Ionil T,/mtm/ionil-t.html,3812-0
10383,10383,Ionil Topical,/cons/ionil-topical.html,103-0
10384,10384,Ionil-T Plus Topical,/cons/ionil-t-plus-topical.html,3812-0
10385,10385,Ionite APF Foam,/pro/ionite-apf-foam.html,0-0
10386,10386,Ionite APF Gel,/pro/ionite-apf-gel.html,0-0
10387,10387,Ionite H,/pro/ionite-h.html,0-0
10388,10388,Ionite R,/pro/ionite-r.html,0-0
10389,10389,Ionosol,/pro/ionosol.html,124-0
10390,10390,Ionosol and Dextrose,/pro/ionosol-and-dextrose.html,124-0
10391,10391,Ionosol MB,/pro/ionosol-mb.html,124-0
10392,10392,Ionsys,/ionsys.html,276-0
10393,10393,Iopamidol,/mtm/iopamidol.html,243-3224
10394,10394,Iopamidol Injection,/cons/iopamidol-injection.html,243-3224
10395,10395,Iophen-C NR,/mtm/iophen-c-nr.html,11-0
10396,10396,Iopidine,/mtm/iopidine.html,127-0
10397,10397,Iopromide,/cdi/iopromide.html,243-3224
10398,10398,Iopromide Injection,/cons/iopromide-injection.html,243-3224
10399,10399,IOSAT,/mtm/iosat.html,124-0
10400,10400,Iothalamate Meglumine,/cdi/iothalamate-meglumine.html,10-0
10401,10401,Ioversol,/mtm/ioversol.html,560-284
10402,10402,Ioversol Injection,/cons/ioversol-injection.html,560-284
10403,10403,Ioxaglate Meglumine and Ioxaglate Sodium,/cdi/ioxaglate-meglumine-and-ioxaglate-sodium.html,10-0
10404,10404,Ipecac syrup,/cons/ipecac-syrup.html,574-0
10405,10405,Ipilimumab,/mtm/ipilimumab.html,1779-12882
10406,10406,Ipilimumab Intravenous,/cons/ipilimumab-intravenous.html,1779-12882
10407,10407,IPlex,/iplex.html,93-0
10408,10408,IPM Wound topical,/mtm/ipm-wound-topical.html,0-0
10409,10409,Ipol,/mtm/ipol.html,71-0
10410,10410,Ipratropium,/pro/ipratropium.html,1126-657
10411,10411,Ipratropium and Albuterol,/pro/ipratropium-and-albuterol.html,1126-657
10412,10412,"Ipratropium and albuterol Inhalation, oral/nebulization",/cons/ipratropium-and-albuterol-inhalation-oral-nebulization.html,1126-657
10413,10413,Ipratropium and Albuterol Inhalation Solution,/cdi/ipratropium-and-albuterol-inhalation-solution.html,1126-657
10414,10414,Ipratropium and Albuterol Inhalation Spray,/cdi/ipratropium-and-albuterol-inhalation-spray.html,1126-657
10415,10415,Ipratropium Bromide,/monograph/ipratropium-bromide.html,1126-657
10416,10416,Ipratropium Bromide eent,/monograph/ipratropium-bromide-eent.html,1126-657
10417,10417,Ipratropium Bromide Nebuamp,/cons/ipratropium-bromide-nebuamp.html,1126-657
10418,10418,Ipratropium inhalation,/mtm/ipratropium-inhalation.html,1126-657
10419,10419,Ipratropium Inhalation Aerosol,/cdi/ipratropium-inhalation-aerosol.html,1126-657
10420,10420,"Ipratropium Inhalation, oral/nebulization",/cons/ipratropium-inhalation-oral-nebulization.html,1126-657
10421,10421,Ipratropium Inhalation Solution,/cdi/ipratropium-inhalation-solution.html,1126-657
10422,10422,Ipratropium nasal,/mtm/ipratropium-nasal.html,1126-657
10423,10423,Ipratropium Nasal 0.03,/pro/ipratropium-nasal-0-03.html,1126-657
10424,10424,Ipratropium Nasal 0.06,/pro/ipratropium-nasal-0-06.html,1126-657
10425,10425,Ipratropium (Oral Inhalation),/ppa/ipratropium-oral-inhalation.html,1126-657
10426,10426,Ipratrovent Sterules,/cons/ipratrovent-sterules.html,1126-657
10427,10427,I-Prin,/cons/i-prin.html,11-0
10428,10428,Iprivask,/mtm/iprivask.html,2280-3882
10429,10429,IQ Dental Mepivacaine,/pro/iq-dental-mepivacaine.html,434-0
10430,10430,Iquix,/mtm/iquix.html,0-0
